"country","question","answer","National results","raw_count"
"Macedonia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","7.9357520310067708E-2","66"
"Macedonia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","5.5765248421301976E-2","53"
"Macedonia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","7.1821663566837612E-2","79"
"Macedonia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","950"
"Madagascar","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.73426230494365385","606"
"Madagascar","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","0.11949895264080962","103"
"Madagascar","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","2.2559021372791786E-2","23"
"Madagascar","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","5.5971526330628824E-2","47"
"Madagascar","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","4.8039667398301941E-2","43"
"Madagascar","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","1.9668527313816752E-2","18"
"Madagascar","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","840"
"Malawi","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.88818723161503821","793"
"Malawi","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","2.9149174813822742E-2","27"
"Malawi","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","3.1107053590743016E-2","26"
"Malawi","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","1.8680985231526087E-2","13"
"Malawi","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","1.9724277159755707E-2","12"
"Malawi","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","1.3151277589114652E-2","13"
"Malawi","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","884"
"Malaysia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.71921918975194998","436"
"Malaysia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","0.18968314603441472","115"
"Malaysia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","3.4209499767014206E-2","22"
"Malaysia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","1.8841132616947021E-2","13"
"Malaysia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","9.2030110397067332E-3","5"
"Malaysia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","2.8844020789968266E-2","20"
"Malaysia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","611"
"Mali","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.58743977092626676","508"
"Mali","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","6.7562340491568534E-2","66"
"Mali","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","3.4267807899894205E-2","27"
"Mali","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","0.11304328978524632","87"
"Mali","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","5.8414934202231414E-2","46"
"Mali","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","0.13927185669479333","89"
"Mali","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","823"
"Malta","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.5720158507604034","526"
"Malta","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","0.22292812585252528","205"
"Malta","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","0.13256225393055698","130"
"Malta","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","4.621406738897374E-2","47"
"Malta","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","1.6306743050773814E-2","16"
"Malta","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","9.9729590167662863E-3","9"
"Malta","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","933"
"Mauritania","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.63359356897761654","544"
"Mauritania","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","0.10860560383021504","73"
"Mauritania","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","4.0651641258734286E-2","47"
"Mauritania","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","6.4418835197508156E-2","56"
"Mauritania","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","3.1822981804489864E-2","30"
"Mauritania","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","0.12090736893143596","87"
"Mauritania","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","837"
"Mauritius","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.44946510050193039","414"
"Mauritius","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","0.17990141585163083","179"
"Mauritius","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","0.17162752062631348","197"
"Mauritius","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","0.13916770942613516","132"
"Mauritius","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","3.1046295852502487E-2","27"
"Mauritius","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","2.8791957741493034E-2","23"
"Mauritius","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","972"
"Mexico","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.75378792839214492","706"
"Mexico","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","0.13593017272644978","142"
"Mexico","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","2.7554144552984116E-2","30"
"Mexico","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","2.9020965337013829E-2","33"
"Mexico","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","3.6372439583407669E-2","32"
"Mexico","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","1.7334349407997308E-2","15"
"Mexico","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","958"
"Moldova","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.28039886792036389","259"
"Moldova","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","0.16298496042522273","146"
"Moldova","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","0.33421269043707108","314"
"Moldova","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","7.0651119567448128E-2","70"
"Moldova","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","3.6838957790172489E-2","36"
"Moldova","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","0.11491340385972189","117"
"Moldova","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","942"
"Mongolia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.5515875352659031","516"
"Mongolia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","0.19278721096656498","184"
"Mongolia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","5.0420232650659778E-2","47"
"Mongolia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","0.14605654580882849","128"
"Mongolia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","1.3696375125676093E-2","13"
"Mongolia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","4.5452100182367915E-2","48"
"Mongolia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","936"
"Montenegro","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.30674417172569873","283"
"Montenegro","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","0.13677700811521346","138"
"Montenegro","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","0.34092811682922625","330"
"Montenegro","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","7.1817852048927544E-2","67"
"Montenegro","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","6.2561326709547768E-2","57"
"Montenegro","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","8.1171524571386044E-2","70"
"Montenegro","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","945"
"Morocco","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.69796417784612397","684"
"Morocco","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","0.1007305615751946","88"
"Morocco","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","4.0965219516236863E-2","43"
"Morocco","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","2.5375670719677456E-2","19"
"Morocco","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","1.3355485959570097E-2","13"
"Morocco","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","0.12160888438319729","131"
"Morocco","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","978"
"Mozambique","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.76512001459158352","709"
"Mozambique","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","0.1467310798551969","125"
"Mozambique","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","2.3396908745893032E-2","24"
"Mozambique","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","3.1482402403353316E-2","32"
"Mozambique","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","1.2283885638159586E-2","17"
"Mozambique","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","2.0985708765812815E-2","21"
"Mozambique","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","928"
"Myanmar","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.74091587325704866","749"
"Myanmar","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","0.17405520947975298","150"
"Myanmar","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","1.7681419981029563E-2","17"
"Myanmar","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","2.6997016624179387E-2","25"
"Myanmar","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","1.4998689915410823E-2","11"
"Myanmar","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","2.5351790742580548E-2","24"
"Myanmar","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","976"
"Namibia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.71292314629294951","453"
"Namibia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","0.12249980268962531","90"
"Namibia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","4.3390633940108204E-2","25"
"Namibia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","7.1861348307680373E-2","45"
"Namibia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","3.9807395537635092E-2","26"
"Namibia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","9.5176732320008516E-3","8"
"Namibia","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","647"
"Nepal","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.72703198478761","609"
"Nepal","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","0.19413660865483715","169"
"Nepal","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","3.3509882728397625E-2","34"
"Nepal","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","2.8882449896167922E-2","31"
"Nepal","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","4.1547633985883981E-3","3"
"Nepal","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","1.2284310534398282E-2","10"
"Nepal","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","856"
"Netherlands","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.38272303981085254","342"
"Netherlands","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","0.29366971540715769","243"
"Netherlands","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","0.14452658573548677","115"
"Netherlands","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","0.11783991839061456","113"
"Netherlands","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","5.1739300334263778E-2","47"
"Netherlands","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","9.5014403216243208E-3","9"
"Netherlands","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","869"
"New Zealand","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.41299150929586681","432"
"New Zealand","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","0.30807686822016217","295"
"New Zealand","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","0.16341579954315966","130"
"New Zealand","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","6.5336756684656508E-2","59"
"New Zealand","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","3.2755965251649796E-2","32"
"New Zealand","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","1.7423101004502575E-2","26"
"New Zealand","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","974"
"Nicaragua","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.78437286377239379","745"
"Nicaragua","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","0.14438062843720917","130"
"Nicaragua","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","2.9471104247752445E-2","26"
"Nicaragua","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","2.3843726719286241E-2","21"
"Nicaragua","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","3.8595069185482578E-3","6"
"Nicaragua","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","1.4072169904808435E-2","8"
"Nicaragua","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","936"
"Niger","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.74123457852162589","515"
"Niger","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","0.12640914739427586","100"
"Niger","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","8.444207019755328E-3","9"
"Niger","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","3.802806550882188E-2","31"
"Niger","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","3.4388993903301038E-2","22"
"Niger","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","5.1495007652219128E-2","45"
"Niger","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","722"
"Nigeria","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.83291674093344592","666"
"Nigeria","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","7.856817532782634E-2","70"
"Nigeria","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","3.0597432371593351E-2","29"
"Nigeria","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","3.3098823908657475E-2","32"
"Nigeria","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","1.642163809530205E-2","18"
"Nigeria","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","8.3971893631725712E-3","10"
"Nigeria","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","825"
"Northern Cyprus","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.69749026790214008","685"
"Northern Cyprus","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","0.17798934196136032","188"
"Northern Cyprus","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","8.0866962598338255E-2","81"
"Northern Cyprus","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","4.0802527631044201E-2","41"
"Northern Cyprus","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","2.8508999071167316E-3","5"
"Northern Cyprus","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","1000"
"Norway","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.57370055225674021","512"
"Norway","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","0.25836383413155239","217"
"Norway","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","0.10727534152872728","102"
"Norway","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","3.8834250419665178E-2","39"
"Norway","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","1.7892432415887616E-2","16"
"Norway","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","3.9335892474266299E-3","2"
"Norway","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Total","1","888"
"Pakistan","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly agree","0.72178050996613041","540"
"Pakistan","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat agree","0.15289035156672481","117"
"Pakistan","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Neither agree nor disagree","3.5229440039771777E-2","30"
"Pakistan","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Somewhat disagree","3.3790891054448574E-2","22"
"Pakistan","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Strongly disagree","1.1034585347317256E-2","14"
"Pakistan","Q25 Do you strongly or somewhat agree, strongly or somewhat disagree or neither agree nor disagree with the following statement? Vaccines are safe.","Don't know/Refused","4.5274222025607755E-2","35"
